Age,Income,Expenses,CIBIL_Score,Experience,Employment_Stability,Employment_Type,Loan_Type,Purpose,Education,Loan_Amount,Loan_Tenure,Collateral,Insurance,Tax_History,Residence_Type,Interest_Rate,Residence,Total_Debt,Salary_Growth,Loan_Eligibility,Total_Assets
21,51556.0,16085.0,740,22,Contract Based,Self-Employed,Education Loan,Car Purchase,PhD,565436,27,No,No,Good,Owned,11.72,Semi-Urban,128818.0,6.55,Not Eligible,280364.76
36,259422.0,14005.6,713,25,Permanent,Salaried,Personal Loan,Medical Emergency,PhD,1442981,8,Yes,Yes,Good,Rented,6.33,Semi-Urban,118959.0,5.3,Eligible,694582.02
23,160021.0,92638.0,621,25,Permanent,Salaried,Home Loan,House Purchase,Master's,3314507,29,Yes,Yes,Good,Rented,12.09,Urban,998817.0,2.65,Not Eligible,473597.11
55,71962.0,23452.0,643,6,Permanent,Salaried,Car Loan,House Purchase,Bachelor's,258461,28,No,Yes,Good,Company Provided,11.74,Urban,440346.0,4.32,Not Eligible,473051.58
61,165081.0,48352.5,713,9,Permanent,Salaried,Education Loan,Education,PhD,774514,26,Yes,Yes,Good,Owned,10.86,Rural,204278.5,3.21,Eligible,1140556.17
26,44099.0,13120.0,654,4,Contract Based,Self-Employed,Education Loan,Education,Master's,516181,7,Yes,No,Average,Company Provided,12.65,Rural,490668.0,8.42,Not Eligible,435611.63
45,163788.0,69385.0,770,11,Permanent,Self-Employed,Education Loan,House Purchase,High School,783077,29,Yes,Yes,Poor,Rented,13.8,Rural,274790.0,14.72,Not Eligible,1451480.42
33,189957.0,78356.0,404,31,Contract Based,Self-Employed,Car Loan,House Purchase,Master's,656587,27,Yes,Yes,Average,Owned,13.29,Semi-Urban,40974.0,12.24,Not Eligible,1663243.44
54,109716.0,16218.999999999998,788,30,Permanent,Salaried,Car Loan,House Purchase,Bachelor's,215672,28,Yes,Yes,Good,Company Provided,6.28,Semi-Urban,31928.5,9.82,Eligible,470992.17
28,27837.0,21259.0,871,21,Permanent,Business Owner,Personal Loan,Business Expansion,High School,1074481,22,No,Yes,Good,Owned,12.44,Urban,735458.0,8.33,Not Eligible,147376.2
41,297556.5,18969.3,757,16,Permanent,Salaried,Car Loan,House Purchase,PhD,741572,25,Yes,Yes,Good,Company Provided,9.5,Semi-Urban,65807.5,10.02,Eligible,838226.28
54,255346.5,10254.3,820,19,Permanent,Salaried,Education Loan,Medical Emergency,Bachelor's,178595,28,Yes,Yes,Good,Owned,8.34,Rural,268426.5,6.89,Eligible,1698639.375
24,217818.0,44980.6,779,19,Permanent,Salaried,Car Loan,Medical Emergency,High School,327954,20,Yes,Yes,Good,Company Provided,13.8,Urban,23548.0,4.32,Eligible,556808.6849999999
45,205020.0,32225.9,774,7,Permanent,Salaried,Education Loan,Car Purchase,Master's,518757,15,Yes,Yes,Good,Owned,10.6,Semi-Urban,179599.0,9.67,Eligible,1142914.0499999998
35,190203.0,11763.5,795,33,Permanent,Salaried,Personal Loan,Education,High School,1456946,15,Yes,Yes,Good,Company Provided,10.01,Rural,362540.0,8.87,Eligible,1241949.15
24,122413.0,48147.0,305,22,Permanent,Business Owner,Personal Loan,Car Purchase,Bachelor's,590611,21,Yes,No,Poor,Rented,12.85,Urban,226604.0,14.28,Not Eligible,468288.43
32,71012.0,79280.0,793,37,New Joining,Self-Employed,Education Loan,House Purchase,High School,770716,12,No,Yes,Good,Company Provided,10.53,Semi-Urban,314319.0,10.45,Not Eligible,582550.8
52,150193.0,51053.0,588,27,Permanent,Salaried,Car Loan,Education,Master's,673787,17,No,No,Average,Company Provided,13.58,Urban,61945.0,12.05,Not Eligible,1111245.13
52,252267.0,67475.09999999999,729,12,Permanent,Salaried,Car Loan,House Purchase,High School,692697,23,Yes,Yes,Good,Rented,6.03,Urban,330920.5,3.21,Eligible,802945.935
48,117184.5,56850.5,710,28,Permanent,Salaried,Home Loan,Education,Master's,2692793,6,Yes,Yes,Good,Rented,12.76,Semi-Urban,321343.0,11.89,Eligible,1156545.87
33,197737.5,11189.5,810,7,Permanent,Salaried,Personal Loan,Business Expansion,High School,722201,13,Yes,Yes,Good,Company Provided,6.64,Rural,397752.0,14.78,Eligible,1252936.74
51,28720.0,98823.0,499,10,Contract Based,Self-Employed,Personal Loan,Business Expansion,Master's,1531696,16,No,Yes,Poor,Owned,7.25,Semi-Urban,364533.0,10.55,Not Eligible,63509.81
34,188733.0,17391.0,634,17,Permanent,Self-Employed,Education Loan,Business Expansion,Master's,382221,27,No,No,Good,Rented,6.79,Rural,294886.0,11.65,Not Eligible,906084.26
40,258288.0,6902.7,800,24,Permanent,Salaried,Home Loan,Car Purchase,Master's,2770075,23,Yes,Yes,Good,Owned,7.38,Urban,225987.5,14.73,Eligible,2540129.76
38,256293.0,48007.4,723,21,Permanent,Salaried,Car Loan,Education,PhD,985976,1,Yes,Yes,Good,Rented,12.32,Rural,464846.0,7.09,Eligible,2362630.665
49,78655.0,56928.0,624,34,Permanent,Salaried,Education Loan,Car Purchase,Master's,101970,13,No,Yes,Good,Company Provided,11.55,Rural,802019.0,12.71,Not Eligible,252427.8
26,170172.0,27554.8,809,28,Permanent,Salaried,Car Loan,Education,Bachelor's,274439,7,Yes,Yes,Good,Company Provided,7.3,Urban,269604.0,7.2,Eligible,1504328.28
52,297669.0,61179.3,833,20,Permanent,Salaried,Car Loan,House Purchase,Master's,854839,13,Yes,Yes,Good,Rented,7.7,Semi-Urban,173447.5,7.54,Eligible,2067991.815
49,193979.0,98330.0,607,6,Permanent,Salaried,Car Loan,Business Expansion,PhD,518654,7,No,No,Average,Company Provided,5.99,Urban,986848.0,10.56,Not Eligible,421686.33
63,140507.0,47923.0,584,11,Permanent,Self-Employed,Home Loan,Business Expansion,PhD,2059121,8,No,No,Good,Owned,9.14,Rural,495042.0,5.33,Not Eligible,1132407.98
22,82218.0,9043.3,783,35,Permanent,Salaried,Personal Loan,Education,Bachelor's,905299,18,Yes,Yes,Good,Company Provided,8.79,Semi-Urban,289010.0,14.91,Eligible,435976.635
43,104355.0,42627.2,747,23,Permanent,Salaried,Personal Loan,Car Purchase,Master's,1968894,17,Yes,Yes,Good,Company Provided,6.46,Semi-Urban,487061.5,6.28,Eligible,539422.6499999999
39,70901.0,90818.0,464,31,Permanent,Self-Employed,Car Loan,Car Purchase,PhD,754024,16,No,Yes,Average,Company Provided,13.35,Urban,71277.0,3.6,Not Eligible,358929.26
51,80186.0,52396.0,880,26,Permanent,Business Owner,Home Loan,Medical Emergency,PhD,2037598,28,Yes,No,Good,Rented,13.53,Urban,116134.0,6.19,Not Eligible,543057.01
25,213099.0,27888.0,781,31,Permanent,Salaried,Car Loan,Business Expansion,High School,871573,17,Yes,Yes,Good,Rented,6.09,Rural,14278.0,13.13,Eligible,1643785.245
39,222546.0,33078.5,711,31,Permanent,Salaried,Car Loan,Business Expansion,High School,566965,8,Yes,Yes,Good,Company Provided,7.66,Semi-Urban,379442.0,6.08,Eligible,1598133.9899999998
54,84240.0,53312.0,731,31,Permanent,Salaried,Education Loan,Car Purchase,Bachelor's,122772,7,Yes,Yes,Good,Rented,12.36,Semi-Urban,148800.0,9.95,Eligible,331408.19999999995
30,58734.0,9223.2,780,25,Permanent,Salaried,Home Loan,Business Expansion,High School,3408155,25,Yes,Yes,Good,Owned,13.7,Urban,205320.0,14.16,Eligible,449574.57
45,144312.0,26970.3,805,10,Permanent,Salaried,Home Loan,Car Purchase,Master's,1564383,18,Yes,Yes,Good,Owned,5.72,Urban,115056.0,5.38,Eligible,445078.59
22,169001.0,61406.0,428,17,New Joining,Salaried,Personal Loan,Medical Emergency,High School,1407679,4,No,No,Good,Owned,14.02,Rural,649839.0,3.71,Not Eligible,1651262.78
31,173065.5,12558.7,801,38,Permanent,Salaried,Personal Loan,Education,PhD,575850,24,Yes,Yes,Good,Owned,5.62,Rural,362547.5,3.26,Eligible,1001860.17
51,62863.0,6669.0,426,4,New Joining,Salaried,Car Loan,Education,Bachelor's,754592,22,No,No,Good,Company Provided,11.34,Semi-Urban,338866.0,7.72,Not Eligible,171664.39
35,128158.5,63547.4,795,15,Permanent,Salaried,Education Loan,Medical Emergency,High School,516929,2,Yes,Yes,Good,Rented,5.22,Urban,470553.5,3.36,Eligible,847512.1499999999
29,158266.0,49859.0,572,10,Permanent,Business Owner,Education Loan,Business Expansion,Bachelor's,716857,16,No,Yes,Average,Owned,14.28,Rural,800029.0,7.9,Not Eligible,1047064.69
43,141361.0,60786.0,486,34,New Joining,Business Owner,Education Loan,House Purchase,Master's,435607,26,Yes,Yes,Good,Company Provided,8.54,Semi-Urban,18375.0,13.22,Not Eligible,326613.38
39,116176.0,56083.0,302,10,Contract Based,Self-Employed,Car Loan,Business Expansion,Master's,707774,18,Yes,Yes,Good,Owned,11.49,Rural,912205.0,12.11,Not Eligible,242448.57
29,49777.0,45076.0,584,22,Permanent,Self-Employed,Personal Loan,Car Purchase,High School,1250052,23,No,No,Good,Rented,6.85,Semi-Urban,10907.0,9.56,Not Eligible,496217.85
55,177255.0,25323.0,321,33,Permanent,Business Owner,Home Loan,House Purchase,High School,3823539,25,No,Yes,Good,Rented,8.21,Rural,277878.0,13.06,Not Eligible,907665.61
41,178517.0,11021.0,465,16,Permanent,Business Owner,Car Loan,Medical Emergency,High School,446264,8,Yes,Yes,Good,Rented,12.47,Urban,134758.0,3.3,Not Eligible,707577.9
29,107201.0,44807.0,609,9,Contract Based,Salaried,Education Loan,Education,PhD,731505,14,No,Yes,Average,Owned,14.73,Semi-Urban,759052.0,9.92,Not Eligible,684135.17
48,250905.0,38748.5,761,17,Permanent,Salaried,Education Loan,Education,Master's,341817,18,Yes,Yes,Good,Owned,14.92,Urban,138190.5,3.5,Eligible,518545.62
27,258724.5,34812.399999999994,704,7,Permanent,Salaried,Car Loan,Business Expansion,PhD,222459,19,Yes,Yes,Good,Owned,13.1,Urban,490982.5,8.27,Eligible,544139.13
36,35867.0,13711.0,733,25,Permanent,Self-Employed,Education Loan,Education,High School,412555,24,No,Yes,Average,Company Provided,13.47,Semi-Urban,330117.0,8.03,Not Eligible,104094.53
36,82501.0,68079.0,533,2,Permanent,Self-Employed,Home Loan,Business Expansion,Master's,2439333,4,No,Yes,Average,Company Provided,14.69,Rural,988648.0,5.45,Not Eligible,694675.14
53,248007.0,9032.8,705,23,Permanent,Salaried,Car Loan,Car Purchase,PhD,424647,22,Yes,Yes,Good,Rented,5.4,Rural,277650.5,12.79,Eligible,988552.215
24,59422.0,69033.0,545,2,Permanent,Salaried,Home Loan,Car Purchase,PhD,3057061,28,Yes,Yes,Good,Rented,6.7,Semi-Urban,381180.0,4.97,Not Eligible,358175.39
24,186280.0,91478.0,602,37,Permanent,Salaried,Personal Loan,Medical Emergency,Bachelor's,1130979,14,Yes,No,Good,Owned,5.53,Semi-Urban,485760.0,9.17,Not Eligible,705809.0
59,141544.0,94787.0,704,1,Permanent,Self-Employed,Education Loan,Car Purchase,PhD,115557,2,No,No,Good,Rented,10.01,Urban,198004.0,8.27,Not Eligible,900025.54
60,182285.0,60096.0,320,34,Permanent,Business Owner,Education Loan,Business Expansion,High School,528220,17,Yes,No,Average,Rented,14.58,Semi-Urban,894167.0,7.61,Not Eligible,1106550.85
37,158439.0,95594.0,556,16,New Joining,Self-Employed,Personal Loan,Education,High School,895583,6,No,Yes,Good,Company Provided,10.82,Semi-Urban,714074.0,2.44,Not Eligible,824801.03
57,55362.0,8093.0,698,8,Contract Based,Salaried,Personal Loan,Car Purchase,PhD,1986631,8,No,Yes,Average,Rented,10.55,Semi-Urban,16493.0,11.06,Not Eligible,302585.65
59,71588.0,29918.0,828,35,Contract Based,Self-Employed,Personal Loan,Car Purchase,Bachelor's,751793,29,No,No,Poor,Owned,13.27,Urban,635338.0,2.16,Not Eligible,517368.29
49,284035.5,54420.1,749,21,Permanent,Salaried,Education Loan,Business Expansion,Bachelor's,552644,16,Yes,Yes,Good,Company Provided,14.29,Urban,375090.5,12.67,Eligible,2481683.88
56,146683.0,67636.0,746,30,Contract Based,Self-Employed,Personal Loan,Car Purchase,Bachelor's,582145,21,No,Yes,Good,Owned,11.99,Urban,948510.0,5.46,Not Eligible,668181.03
58,56307.0,63806.0,569,33,Permanent,Self-Employed,Car Loan,Education,PhD,451078,1,Yes,Yes,Good,Owned,13.95,Urban,460196.0,3.56,Not Eligible,352322.13
59,100280.0,14394.0,894,23,Permanent,Salaried,Personal Loan,Education,PhD,1536092,26,No,No,Good,Company Provided,6.75,Semi-Urban,15720.0,7.42,Eligible,885813.69
57,170939.0,97510.0,561,8,Permanent,Self-Employed,Car Loan,Education,Bachelor's,211392,18,No,Yes,Average,Owned,10.03,Urban,581638.0,9.27,Not Eligible,571518.18
55,114784.5,69095.59999999999,743,1,Permanent,Salaried,Car Loan,Education,PhD,451504,3,Yes,Yes,Good,Rented,8.65,Semi-Urban,174894.0,6.03,Eligible,1129072.905
27,236175.0,12796.0,776,20,Permanent,Salaried,Home Loan,House Purchase,Master's,3794178,29,Yes,Yes,Good,Rented,8.33,Urban,450475.0,3.58,Eligible,1890588.45
47,127669.0,41303.0,817,33,Permanent,Salaried,Car Loan,Education,High School,808253,29,No,Yes,Good,Company Provided,7.14,Semi-Urban,542592.0,2.24,Not Eligible,629268.47
48,178998.0,32453.0,417,26,Permanent,Business Owner,Car Loan,House Purchase,PhD,475174,28,No,No,Good,Rented,13.94,Rural,938209.0,11.15,Not Eligible,895246.41
42,184822.5,45986.5,710,36,Permanent,Salaried,Personal Loan,Education,Master's,1758604,18,Yes,Yes,Good,Owned,9.5,Urban,415014.0,13.52,Eligible,673268.4450000001
34,178060.5,51414.3,795,6,Permanent,Salaried,Education Loan,Education,PhD,204018,25,Yes,Yes,Good,Company Provided,10.3,Semi-Urban,390047.0,3.31,Eligible,737762.085
27,246378.0,21535.5,776,21,Permanent,Salaried,Personal Loan,Business Expansion,Master's,927469,10,Yes,Yes,Good,Company Provided,7.76,Semi-Urban,190740.5,5.0,Eligible,1649816.28
57,169255.5,5138.0,794,3,Permanent,Salaried,Home Loan,Education,Bachelor's,1596455,2,Yes,Yes,Good,Owned,14.63,Urban,181418.0,2.26,Eligible,343572.555
42,138070.0,96715.0,396,13,New Joining,Business Owner,Home Loan,Car Purchase,High School,4720229,19,Yes,No,Good,Owned,11.11,Urban,311298.0,13.51,Not Eligible,301721.56
25,188003.0,98409.0,828,33,Permanent,Business Owner,Education Loan,Education,PhD,753198,25,No,Yes,Good,Owned,5.01,Semi-Urban,18647.0,7.78,Eligible,1859690.77
22,175086.0,43057.0,485,22,Permanent,Business Owner,Car Loan,Medical Emergency,Master's,546210,11,Yes,No,Good,Company Provided,7.68,Rural,471731.0,14.03,Not Eligible,680076.03
47,99872.0,5597.0,514,24,Permanent,Business Owner,Home Loan,Business Expansion,Master's,3950875,19,No,Yes,Good,Company Provided,14.99,Urban,946118.0,8.09,Not Eligible,862546.55
41,161604.0,44091.6,837,0,Permanent,Salaried,Education Loan,Business Expansion,Bachelor's,610755,24,Yes,Yes,Good,Owned,14.75,Rural,466474.0,13.21,Eligible,1114939.755
58,38205.0,69758.5,738,14,Permanent,Salaried,Personal Loan,Education,High School,743900,24,Yes,Yes,Good,Company Provided,10.45,Semi-Urban,183858.5,14.37,Eligible,212719.41
35,166025.0,20025.0,328,31,Permanent,Business Owner,Personal Loan,Medical Emergency,High School,846479,27,Yes,No,Average,Owned,10.64,Semi-Urban,855383.0,6.36,Not Eligible,1304532.08
41,284368.5,8501.5,716,13,Permanent,Salaried,Personal Loan,Education,High School,809489,3,Yes,Yes,Good,Rented,14.02,Rural,250241.0,10.33,Eligible,682532.985
30,112969.0,60797.0,422,20,Permanent,Salaried,Car Loan,Car Purchase,Master's,416634,10,No,No,Good,Company Provided,12.09,Urban,498850.0,10.66,Not Eligible,909245.49
43,167239.5,32706.1,749,6,Permanent,Salaried,Car Loan,Business Expansion,PhD,898707,16,Yes,Yes,Good,Company Provided,14.32,Semi-Urban,45784.5,2.28,Eligible,1481059.665
59,26523.0,78230.0,582,35,Permanent,Self-Employed,Education Loan,Business Expansion,PhD,777676,28,No,Yes,Poor,Company Provided,9.79,Urban,103125.0,7.7,Not Eligible,112506.06
25,298249.5,6881.0,785,20,Permanent,Salaried,Home Loan,Medical Emergency,Bachelor's,3416732,26,Yes,Yes,Good,Owned,14.76,Urban,370949.0,13.12,Eligible,1316153.415
21,76753.5,20251.0,823,39,Permanent,Salaried,Personal Loan,House Purchase,High School,814995,3,Yes,Yes,Good,Company Provided,10.4,Rural,66791.0,14.3,Eligible,216761.85
33,65641.0,28752.0,413,11,Permanent,Business Owner,Car Loan,Medical Emergency,PhD,790502,24,No,Yes,Good,Owned,11.45,Semi-Urban,618893.0,13.69,Not Eligible,580735.85
41,174062.0,81025.0,842,14,Permanent,Self-Employed,Car Loan,Car Purchase,Master's,536434,19,Yes,No,Good,Company Provided,5.83,Urban,119745.0,14.65,Not Eligible,1473134.81
46,49661.0,86304.0,592,14,New Joining,Business Owner,Home Loan,Medical Emergency,Master's,4009464,20,No,No,Average,Company Provided,11.12,Urban,846848.0,10.49,Not Eligible,268253.57
41,164491.0,67040.0,494,16,New Joining,Business Owner,Personal Loan,House Purchase,High School,1820650,21,No,No,Good,Company Provided,12.68,Urban,140832.0,5.03,Not Eligible,826032.86
38,34457.0,72696.0,591,33,Contract Based,Salaried,Personal Loan,Car Purchase,Bachelor's,1614443,7,No,No,Good,Company Provided,9.39,Semi-Urban,35208.0,9.48,Not Eligible,186764.28
57,131400.0,48753.6,786,34,Permanent,Salaried,Home Loan,Car Purchase,Bachelor's,1889190,17,Yes,Yes,Good,Rented,10.02,Rural,307632.0,7.47,Eligible,704667.855
52,185428.5,42021.0,804,38,Permanent,Salaried,Education Loan,House Purchase,High School,269016,8,Yes,Yes,Good,Rented,8.93,Rural,223023.0,5.36,Eligible,1008162.39
56,144153.0,43270.5,750,37,Permanent,Salaried,Education Loan,Education,Master's,500767,3,Yes,Yes,Good,Rented,14.69,Semi-Urban,194587.0,12.05,Eligible,456380.385
37,53085.0,90669.0,348,13,Permanent,Self-Employed,Home Loan,Medical Emergency,Bachelor's,2508057,7,Yes,No,Good,Owned,9.77,Rural,73646.0,10.18,Not Eligible,111893.42
55,175596.0,28483.0,709,4,Permanent,Salaried,Home Loan,Car Purchase,Master's,2626242,27,Yes,Yes,Good,Rented,6.26,Rural,81490.5,12.27,Eligible,1422233.775
31,157202.0,93406.0,678,29,Permanent,Salaried,Education Loan,Medical Emergency,Master's,208663,10,No,No,Good,Owned,5.29,Rural,657225.0,5.5,Not Eligible,746709.23
41,188584.5,66522.4,775,3,Permanent,Salaried,Home Loan,House Purchase,PhD,2474056,27,Yes,Yes,Good,Rented,12.72,Rural,252564.0,13.75,Eligible,1117761.2999999998
46,229671.0,44046.1,808,14,Permanent,Salaried,Personal Loan,Business Expansion,Bachelor's,1874857,19,Yes,Yes,Good,Owned,10.48,Rural,60433.0,5.1,Eligible,1024216.83
24,90134.0,41572.0,322,38,Permanent,Self-Employed,Education Loan,House Purchase,Master's,358175,25,Yes,No,Average,Company Provided,5.03,Urban,705494.0,9.82,Not Eligible,455457.76
54,94473.0,41321.0,758,34,Permanent,Salaried,Education Loan,Medical Emergency,PhD,240091,15,Yes,Yes,Good,Company Provided,8.83,Semi-Urban,81288.5,2.74,Eligible,245526.45
38,127777.5,51032.8,737,9,Permanent,Salaried,Education Loan,Car Purchase,Master's,648637,26,Yes,Yes,Good,Rented,14.14,Urban,42543.0,9.03,Eligible,634069.71
60,80215.5,23942.1,740,1,Permanent,Salaried,Personal Loan,Medical Emergency,High School,1955957,15,Yes,Yes,Good,Owned,14.48,Urban,348562.5,3.28,Eligible,457623.405
55,134161.0,82088.0,471,23,Contract Based,Salaried,Home Loan,Business Expansion,Bachelor's,1960296,5,No,Yes,Poor,Company Provided,5.54,Semi-Urban,733437.0,6.32,Not Eligible,1162200.3
61,109063.5,7425.599999999999,764,27,Permanent,Salaried,Car Loan,Car Purchase,Master's,329442,3,Yes,Yes,Good,Company Provided,6.23,Urban,11226.5,13.19,Eligible,499253.76
49,269682.0,35466.899999999994,722,21,Permanent,Salaried,Car Loan,Business Expansion,Bachelor's,673396,3,Yes,Yes,Good,Rented,5.05,Rural,205762.0,13.62,Eligible,730394.22
49,147205.5,42382.9,808,31,Permanent,Salaried,Personal Loan,Education,PhD,960974,29,Yes,Yes,Good,Owned,13.69,Urban,133387.0,11.97,Eligible,1188471.15
58,84027.0,19239.5,744,30,Permanent,Salaried,Personal Loan,House Purchase,Bachelor's,926567,4,Yes,Yes,Good,Company Provided,5.71,Semi-Urban,29500.0,6.78,Eligible,420562.2
62,238699.5,10403.4,818,18,Permanent,Salaried,Home Loan,Education,Master's,2900631,15,Yes,Yes,Good,Owned,6.08,Urban,464947.0,9.52,Eligible,2225373.4050000003
41,239521.5,56663.6,833,20,Permanent,Salaried,Car Loan,Medical Emergency,Bachelor's,568234,16,Yes,Yes,Good,Owned,7.28,Rural,54952.5,4.91,Eligible,2316720.63
62,55371.0,91890.0,855,2,Permanent,Self-Employed,Education Loan,Education,High School,604927,5,No,No,Good,Owned,14.17,Semi-Urban,775811.0,10.82,Not Eligible,496944.68
33,154531.5,53816.0,842,5,Permanent,Salaried,Personal Loan,House Purchase,High School,1774375,21,Yes,Yes,Good,Owned,11.88,Urban,431128.0,6.52,Eligible,589254.5549999999
61,171877.0,62560.0,455,31,New Joining,Salaried,Car Loan,Car Purchase,PhD,268534,8,No,Yes,Good,Owned,11.17,Rural,428129.0,4.87,Not Eligible,692746.91
37,41785.5,61970.3,822,1,Permanent,Salaried,Education Loan,Business Expansion,Master's,241996,10,Yes,Yes,Good,Rented,12.85,Semi-Urban,458180.0,9.6,Eligible,349033.365
29,162692.0,99218.0,454,23,Contract Based,Business Owner,Education Loan,Car Purchase,Bachelor's,679471,22,No,No,Good,Rented,11.93,Semi-Urban,461435.0,3.45,Not Eligible,906011.97
61,42265.5,23390.5,841,26,Permanent,Salaried,Home Loan,Education,PhD,2987993,21,Yes,Yes,Good,Company Provided,12.46,Rural,336331.0,10.93,Eligible,185224.89
21,271774.5,48666.1,792,8,Permanent,Salaried,Personal Loan,Medical Emergency,PhD,1573808,2,Yes,Yes,Good,Owned,5.74,Semi-Urban,117797.0,4.43,Eligible,1182562.17
22,108578.0,24323.0,373,12,Permanent,Business Owner,Education Loan,Education,Master's,156498,14,No,No,Good,Owned,10.9,Semi-Urban,542183.0,9.19,Not Eligible,718756.81
49,109941.0,58214.0,348,13,Permanent,Salaried,Personal Loan,House Purchase,Bachelor's,1757712,5,No,Yes,Good,Company Provided,12.53,Urban,637191.0,7.1,Not Eligible,1007086.11
53,47739.0,16097.9,833,10,Permanent,Salaried,Car Loan,House Purchase,PhD,496426,7,Yes,Yes,Good,Owned,10.66,Rural,87565.0,9.36,Eligible,331853.59500000003
30,247443.0,43402.1,788,13,Permanent,Salaried,Car Loan,Medical Emergency,PhD,777459,11,Yes,Yes,Good,Company Provided,5.12,Urban,199629.5,5.2,Eligible,1722757.53
60,153642.0,6075.299999999999,781,15,Permanent,Salaried,Personal Loan,Car Purchase,Master's,1026435,3,Yes,Yes,Good,Rented,7.11,Urban,99024.5,6.04,Eligible,1225378.665
41,219066.0,31715.6,832,9,Permanent,Salaried,Education Loan,House Purchase,Master's,233557,12,Yes,Yes,Good,Owned,14.63,Urban,61562.0,3.82,Eligible,1770579.6149999998
48,142530.0,56016.8,811,19,Permanent,Salaried,Education Loan,House Purchase,PhD,253677,14,Yes,Yes,Good,Owned,12.05,Rural,246344.0,12.1,Eligible,1322051.565
31,38242.5,31389.4,763,15,Permanent,Salaried,Car Loan,Medical Emergency,Bachelor's,259225,23,Yes,Yes,Good,Owned,11.89,Semi-Urban,29542.0,2.91,Eligible,126081.615
54,72721.5,49285.6,783,33,Permanent,Salaried,Education Loan,Car Purchase,PhD,536096,29,Yes,Yes,Good,Owned,11.6,Rural,212420.0,6.89,Eligible,718274.835
28,243508.5,52172.4,725,15,Permanent,Salaried,Education Loan,Education,High School,186848,1,Yes,Yes,Good,Owned,6.28,Semi-Urban,104322.0,7.84,Eligible,1127602.305
42,137897.0,58938.0,396,13,Contract Based,Salaried,Car Loan,Business Expansion,Master's,829370,29,No,Yes,Good,Rented,5.04,Rural,571408.0,4.54,Not Eligible,586412.84
28,157815.0,10695.0,550,27,Permanent,Business Owner,Home Loan,Medical Emergency,High School,4978474,22,Yes,No,Average,Owned,9.41,Semi-Urban,35370.0,7.0,Not Eligible,959246.12
35,123475.0,63499.0,818,17,New Joining,Salaried,Car Loan,Car Purchase,Bachelor's,447162,16,No,No,Good,Owned,9.44,Urban,100696.0,7.44,Not Eligible,508084.97
37,199845.0,28382.0,391,25,Permanent,Business Owner,Personal Loan,Business Expansion,Master's,1773042,15,No,Yes,Good,Company Provided,13.12,Urban,514256.0,4.92,Not Eligible,772059.94
43,77042.0,19235.0,412,37,Contract Based,Self-Employed,Home Loan,Medical Emergency,Bachelor's,2563643,1,Yes,No,Good,Rented,6.82,Semi-Urban,852715.0,10.31,Not Eligible,749961.8
44,69476.0,67223.0,558,6,Permanent,Salaried,Personal Loan,Education,High School,914432,23,No,Yes,Good,Owned,7.75,Urban,99931.0,2.4,Not Eligible,196752.82
39,48552.0,7366.0,406,33,Permanent,Business Owner,Home Loan,Education,Bachelor's,4937514,22,Yes,Yes,Good,Owned,5.78,Rural,836687.0,4.57,Not Eligible,481613.69
25,295266.0,22726.9,834,6,Permanent,Salaried,Home Loan,Car Purchase,Master's,4210641,13,Yes,Yes,Good,Rented,9.0,Rural,290464.0,10.11,Eligible,2060904.675
52,292203.0,45021.2,840,32,Permanent,Salaried,Car Loan,Car Purchase,High School,693057,26,Yes,Yes,Good,Company Provided,7.56,Rural,63727.5,10.16,Eligible,2825204.805
64,180020.0,11764.0,657,34,Permanent,Business Owner,Car Loan,Education,Master's,835238,27,No,No,Average,Rented,7.63,Semi-Urban,623232.0,5.45,Not Eligible,1652440.93
21,133639.5,67127.2,731,38,Permanent,Salaried,Personal Loan,Education,High School,1653243,15,Yes,Yes,Good,Rented,7.54,Semi-Urban,466283.0,10.88,Eligible,960493.005
43,133684.5,46785.2,810,20,Permanent,Salaried,Car Loan,Medical Emergency,PhD,714489,17,Yes,Yes,Good,Company Provided,7.32,Rural,115460.5,8.11,Eligible,898186.77
57,36535.0,36923.0,777,27,Permanent,Salaried,Home Loan,Car Purchase,Bachelor's,3709753,9,Yes,No,Average,Rented,8.2,Semi-Urban,844722.0,8.85,Not Eligible,363196.39
28,86490.0,21292.0,802,31,Contract Based,Salaried,Car Loan,Business Expansion,Bachelor's,436088,5,No,No,Average,Company Provided,10.37,Rural,290504.0,6.32,Not Eligible,529465.74
33,99843.0,4629.799999999999,776,15,Permanent,Salaried,Personal Loan,Education,Master's,1424839,27,Yes,Yes,Good,Company Provided,9.38,Urban,228316.0,14.8,Eligible,342468.44999999995
28,208563.0,18157.3,765,9,Permanent,Salaried,Home Loan,Business Expansion,PhD,4464183,23,Yes,Yes,Good,Owned,5.63,Urban,258899.0,11.59,Eligible,2073856.56
43,163620.0,16660.0,817,22,Permanent,Salaried,Personal Loan,Car Purchase,Master's,1789710,12,Yes,Yes,Good,Owned,9.26,Urban,266393.0,5.23,Eligible,750718.6950000001
63,61269.0,61440.0,608,14,Permanent,Business Owner,Education Loan,Car Purchase,Master's,423718,17,Yes,Yes,Poor,Rented,13.46,Rural,13663.0,5.08,Not Eligible,165384.27
21,151011.0,19772.2,811,5,Permanent,Salaried,Car Loan,House Purchase,High School,422360,11,Yes,Yes,Good,Owned,6.01,Semi-Urban,259615.5,12.06,Eligible,1168092.09
